date,freight_rate,bdi,capesize_index,panamax_index
2025-06-20,23.95,1750.7,2330.5,1663.8
2025-06-21,23.98,1790.6,2468.9,1665.9
2025-06-22,24.55,1812.6,2423.8,1772.9
2025-06-23,24.4,1755.2,2366.8,1724.4
2025-06-24,24.83,1858.8,2511.0,1770.6
2025-06-25,24.4,1825.3,2349.0,1764.8
2025-06-26,24.7,1912.9,2581.6,1822.5
2025-06-27,25.31,1923.4,2555.2,1787.1
2025-06-28,24.26,1778.3,2371.1,1677.0
2025-06-29,24.03,1876.2,2619.5,1786.3
2025-06-30,24.38,1877.0,2458.5,1769.5
2025-07-01,24.53,1863.3,2564.3,1763.6
2025-07-02,24.89,1857.9,2491.4,1762.2
2025-07-03,24.8,1821.7,2442.5,1728.2
2025-07-04,24.99,1859.7,2558.0,1768.3
2025-07-05,25.06,1922.8,2616.1,1794.8
2025-07-06,25.63,1997.8,2731.3,1876.4
2025-07-07,25.75,1993.1,2748.7,1854.9
2025-07-08,25.88,1921.4,2574.0,1854.7
2025-07-09,25.68,1881.5,2503.2,1724.2
2025-07-10,25.48,1916.7,2522.4,1855.4
2025-07-11,25.32,1828.6,2419.1,1778.8
2025-07-12,25.52,1926.7,2778.0,1821.3
2025-07-13,25.35,1895.3,2633.3,1722.4
2025-07-14,25.48,1892.7,2474.1,1787.3
2025-07-15,26.31,1909.4,2498.3,1812.0
2025-07-16,26.52,2009.7,2742.1,1878.9
2025-07-17,26.22,1945.2,2658.8,1832.4
2025-07-18,26.57,1945.8,2659.7,1894.4
2025-07-19,26.21,1851.2,2483.8,1778.5
2025-07-20,25.26,1893.1,2548.2,1770.7
2025-07-21,24.85,1934.5,2631.3,1789.9
2025-07-22,24.15,1877.8,2540.2,1774.1
2025-07-23,24.16,1793.8,2288.5,1697.8
2025-07-24,24.31,1799.4,2415.4,1724.3
2025-07-25,25.1,1901.2,2515.6,1790.1
2025-07-26,25.22,1851.8,2510.5,1774.6
2025-07-27,25.1,1894.9,2737.3,1858.2
2025-07-28,25.42,1937.0,2637.0,1864.6
2025-07-29,24.46,1883.9,2524.4,1788.2
2025-07-30,24.63,1842.9,2543.3,1745.3
2025-07-31,24.97,1864.8,2546.5,1760.9
2025-08-01,24.36,1792.1,2444.6,1738.0
2025-08-02,24.89,1833.6,2511.8,1723.1
2025-08-03,28.51,2129.2,2997.7,2024.1
2025-08-04,27.78,2098.2,2764.7,1994.8
2025-08-05,27.58,2104.7,2869.7,1984.4
2025-08-06,28.05,2071.7,2741.3,1927.0
2025-08-07,27.62,2130.9,2910.1,2034.1
2025-08-08,27.27,2034.3,2691.1,1930.7
2025-08-09,26.69,2000.5,2675.7,1915.5
2025-08-10,26.03,1922.3,2577.4,1810.2
2025-08-11,26.14,1863.4,2574.2,1806.9
2025-08-12,25.55,1951.9,2690.2,1828.0
2025-08-13,25.42,1936.2,2539.1,1890.8
2025-08-14,25.09,1870.4,2528.3,1724.4
2025-08-15,25.18,1891.4,2510.8,1809.9
2025-08-16,25.2,1910.7,2503.9,1829.4
2025-08-17,25.49,1849.5,2483.9,1733.2
2025-08-18,25.12,1862.9,2496.4,1782.4
2025-08-19,24.9,1898.9,2709.1,1842.3
2025-08-20,24.42,1781.1,2430.4,1625.5
2025-08-21,24.22,1828.3,2385.5,1751.9
2025-08-22,24.38,1774.1,2361.2,1610.6
2025-08-23,24.66,1868.3,2583.4,1745.9
2025-08-24,24.23,1815.6,2576.4,1773.7
2025-08-25,24.57,1778.3,2305.5,1671.9
2025-08-26,25.06,1925.8,2487.0,1794.3
2025-08-27,25.09,1852.2,2612.7,1753.6
2025-08-28,25.7,1894.8,2581.4,1862.1
2025-08-29,25.15,1894.4,2505.3,1744.7
2025-08-30,24.5,1883.2,2574.5,1757.5
2025-08-31,23.72,1738.7,2189.1,1696.7
2025-09-01,24.38,1830.7,2471.6,1794.9
2025-09-02,24.59,1861.4,2532.6,1765.2
2025-09-03,24.49,1864.2,2572.1,1733.8
2025-09-04,24.53,1846.7,2432.3,1817.3
2025-09-05,24.0,1785.4,2415.5,1744.0
2025-09-06,24.98,1840.4,2429.0,1768.7
2025-09-07,24.88,1869.7,2539.4,1751.8
2025-09-08,24.79,1816.4,2398.4,1724.1
2025-09-09,24.96,1754.9,2344.7,1662.4
2025-09-10,25.0,1892.4,2495.0,1807.7
2025-09-11,24.93,1905.9,2612.1,1854.2
2025-09-12,24.46,1740.3,2401.0,1679.7
2025-09-13,24.57,1802.6,2419.4,1680.1
2025-09-14,25.23,1916.8,2590.0,1862.3
2025-09-15,25.57,1999.9,2613.0,1909.3
2025-09-16,25.96,1947.5,2611.2,1870.8
2025-09-17,25.44,1879.1,2533.8,1829.1
2025-09-18,24.81,1853.8,2659.9,1727.8
2025-09-19,24.63,1901.9,2500.9,1805.7
2025-09-20,24.54,1814.4,2537.3,1707.8
2025-09-21,24.88,1833.8,2535.4,1695.1
2025-09-22,24.05,1784.5,2425.9,1705.6
2025-09-23,24.64,1809.6,2548.5,1794.5
2025-09-24,24.46,1839.4,2505.5,1692.2
2025-09-25,24.2,1880.1,2561.5,1785.2
2025-09-26,23.75,1794.1,2418.8,1723.6
2025-09-27,23.11,1722.9,2399.3,1640.5
2025-09-28,23.55,1754.8,2434.7,1663.6
2025-09-29,23.63,1709.9,2270.8,1585.4
2025-09-30,23.15,1771.9,2313.0,1690.3
2025-10-01,22.57,1689.5,2268.6,1582.3
2025-10-02,22.45,1676.8,2215.7,1527.2
2025-10-03,23.16,1864.6,2513.5,1807.2
2025-10-04,22.99,1736.1,2417.9,1678.0
2025-10-05,22.35,1645.9,2194.6,1565.2
2025-10-06,22.31,1655.9,2232.9,1580.0
2025-10-07,22.26,1715.5,2319.5,1662.0
2025-10-08,21.26,1598.7,2209.1,1525.5
2025-10-09,21.46,1551.9,1960.3,1501.4
2025-10-10,21.56,1654.0,2196.5,1562.4
2025-10-11,22.02,1625.1,2206.6,1583.2
2025-10-12,22.88,1790.9,2489.7,1710.9
2025-10-13,23.32,1792.1,2389.8,1708.3
2025-10-14,23.14,1717.3,2205.8,1593.4
2025-10-15,22.65,1749.9,2399.5,1671.0
2025-10-16,23.71,1780.8,2366.0,1666.8
2025-10-17,23.61,1804.6,2364.8,1695.2
2025-10-18,23.5,1782.1,2368.4,1668.6
2025-10-19,23.4,1721.4,2312.8,1603.3
2025-10-20,23.41,1730.0,2299.2,1707.2
2025-10-21,23.28,1787.3,2280.5,1737.9
2025-10-22,23.0,1711.9,2364.9,1683.9
2025-10-23,22.78,1692.4,2361.3,1571.1
2025-10-24,22.8,1671.9,2296.1,1590.4
2025-10-25,22.62,1713.2,2244.6,1588.7
2025-10-26,22.4,1762.2,2366.8,1653.2
2025-10-27,22.54,1647.7,2224.0,1537.8
2025-10-28,22.52,1690.0,2317.4,1642.6
2025-10-29,23.21,1797.3,2466.5,1695.5
2025-10-30,22.14,1657.3,2193.3,1606.5
2025-10-31,22.73,1722.9,2330.8,1654.9
2025-11-01,23.3,1704.9,2329.0,1688.7
2025-11-02,22.46,1701.4,2384.3,1572.0
2025-11-03,22.44,1675.4,2304.1,1629.4
2025-11-04,22.42,1720.6,2370.2,1669.0
2025-11-05,21.99,1696.5,2295.2,1582.4
2025-11-06,21.88,1744.4,2439.5,1687.4
2025-11-07,21.66,1647.4,2248.6,1575.1
2025-11-08,22.62,1709.4,2256.0,1617.1
2025-11-09,23.11,1741.3,2435.0,1629.5
2025-11-10,23.67,1761.4,2419.8,1651.8
2025-11-11,23.94,1808.7,2415.1,1779.7
2025-11-12,23.42,1744.8,2326.8,1657.6
2025-11-13,23.23,1749.2,2379.2,1685.2
2025-11-14,23.48,1813.9,2476.5,1699.5
2025-11-15,23.02,1685.9,2287.8,1578.2
2025-11-16,23.4,1800.4,2449.2,1742.8
2025-11-17,23.35,1803.7,2536.9,1673.0
2025-11-18,23.25,1739.4,2412.4,1639.9
2025-11-19,23.62,1686.3,2288.0,1603.1
2025-11-20,23.82,1762.4,2435.7,1677.6
2025-11-21,23.68,1828.0,2405.9,1731.2
2025-11-22,24.18,1812.3,2470.4,1733.5
2025-11-23,23.71,1737.9,2454.8,1671.8
2025-11-24,23.99,1779.1,2388.7,1712.2
2025-11-25,24.23,1850.8,2447.7,1728.7
2025-11-26,24.08,1827.7,2428.2,1727.8
2025-11-27,24.21,1806.1,2372.8,1751.6
2025-11-28,23.7,1762.5,2332.2,1701.2
2025-11-29,24.14,1794.5,2400.3,1663.5
2025-11-30,24.07,1768.5,2303.1,1690.6
2025-12-01,23.89,1856.3,2506.9,1704.1
2025-12-02,24.37,1814.8,2504.1,1725.4
2025-12-03,24.08,1854.8,2449.5,1819.0
2025-12-04,23.56,1828.0,2559.0,1708.2
2025-12-05,23.07,1770.1,2420.2,1656.5
2025-12-06,23.52,1746.7,2419.9,1682.3
2025-12-07,23.16,1752.8,2326.9,1618.9
2025-12-08,24.07,1804.1,2486.8,1694.9
2025-12-09,23.31,1712.4,2246.2,1644.7
2025-12-10,24.19,1827.3,2520.3,1716.9
2025-12-11,24.35,1779.1,2412.1,1683.1
2025-12-12,24.37,1875.2,2564.7,1803.7
2025-12-13,24.21,1797.3,2355.9,1720.1
2025-12-14,24.46,1842.8,2434.1,1758.7
2025-12-15,24.51,1849.5,2532.7,1746.9
2025-12-16,25.01,1865.5,2461.6,1783.4
2025-12-17,25.05,1902.2,2595.8,1803.4
2025-12-18,25.1,1863.8,2434.1,1784.4
2025-12-19,24.95,1906.2,2624.3,1796.0
2025-12-20,24.95,1817.5,2379.7,1721.2
2025-12-21,25.1,1887.9,2581.8,1763.8
2025-12-22,24.43,1910.2,2616.2,1813.6
2025-12-23,24.02,1761.3,2335.9,1648.9
2025-12-24,24.51,1810.8,2479.5,1686.9
2025-12-25,24.7,1873.0,2544.2,1787.1
2025-12-26,24.73,1861.9,2481.2,1775.2
2025-12-27,24.84,1877.2,2473.7,1806.9
2025-12-28,25.08,1900.4,2447.8,1792.5
2025-12-29,24.93,1895.2,2579.4,1812.6
2025-12-30,24.72,1898.1,2468.6,1819.7
2025-12-31,24.93,1886.3,2552.2,1805.3
2026-01-01,24.65,1839.3,2467.2,1722.5
2026-01-02,24.98,1900.1,2605.9,1809.6
2026-01-03,24.41,1907.1,2556.4,1822.7
2026-01-04,25.04,1872.5,2508.1,1779.1
2026-01-05,25.35,1862.3,2558.1,1706.6
2026-01-06,25.54,1959.6,2665.6,1866.5
2026-01-07,26.0,1944.8,2644.5,1913.9
2026-01-08,26.66,1912.9,2610.5,1806.4
2026-01-09,26.98,2057.3,2685.2,1932.6
2026-01-10,26.11,1937.0,2660.3,1851.3
2026-01-11,25.61,1916.8,2624.5,1830.4
2026-01-12,25.45,1921.7,2533.3,1861.4
2026-01-13,25.58,1925.8,2585.3,1791.8
2026-01-14,25.89,1970.2,2657.4,1893.7
2026-01-15,25.67,1907.7,2567.4,1830.1
2026-01-16,25.85,1959.4,2665.2,1857.1
2026-01-17,25.64,1912.4,2667.6,1826.9
2026-01-18,25.52,1943.5,2688.6,1877.2
2026-01-19,25.11,1907.7,2496.6,1838.5
2026-01-20,24.96,1834.4,2513.8,1708.4
2026-01-21,24.67,1893.4,2635.8,1823.4
2026-01-22,24.58,1821.7,2482.5,1728.7
2026-01-23,25.32,1931.1,2672.4,1836.7
2026-01-24,25.15,1901.1,2687.3,1808.3
2026-01-25,26.45,2057.5,2839.0,1950.1
2026-01-26,26.71,1994.2,2707.1,1930.2
2026-01-27,26.81,1996.7,2758.2,1894.3
2026-01-28,26.48,1985.5,2689.1,1852.6
2026-01-29,26.84,2000.6,2702.3,1888.8
2026-01-30,26.63,2029.5,2718.7,1933.4
2026-01-31,26.75,1941.3,2714.5,1881.1
2026-02-01,27.82,2044.6,2711.1,1960.4
2026-02-02,27.68,2033.4,2837.1,1906.3
2026-02-03,28.07,2143.0,2923.1,2110.4
2026-02-04,27.66,2142.9,2808.9,2043.7
2026-02-05,27.59,2064.7,2809.5,1999.8
2026-02-06,28.25,2112.1,2725.4,2002.0
2026-02-07,27.86,2092.7,2862.6,2004.0
2026-02-08,28.52,2185.3,3003.2,2101.2
2026-02-09,28.64,2110.6,2813.8,2041.6
2026-02-10,28.23,2127.1,2879.0,2052.5
2026-02-11,28.38,2167.3,3043.1,2085.1
2026-02-12,28.64,2168.0,2896.5,2050.1
2026-02-13,28.73,2162.2,2855.4,2036.9
2026-02-14,27.93,2134.9,2971.0,2038.2
2026-02-15,27.6,1961.7,2766.0,1891.6
2026-02-16,27.51,2090.4,2822.3,1979.2
2026-02-17,27.51,2037.2,2810.9,1967.3
2026-02-18,27.79,2011.4,2795.9,1954.4
2026-02-19,27.86,2110.2,2804.3,1977.2
2026-02-20,27.32,2104.1,2811.4,1973.8
2026-02-21,27.55,2061.0,2856.2,1953.7
2026-02-22,27.85,2126.6,2972.0,2029.5
2026-02-23,28.08,2170.4,2963.9,2046.2
2026-02-24,28.49,2189.4,2902.9,2120.5
2026-02-25,28.75,2221.6,3118.3,2123.2
2026-02-26,28.82,2191.0,2926.0,2082.7
2026-02-27,28.67,2153.4,2887.0,2002.6
2026-02-28,27.92,2029.5,2760.4,1888.6
2026-03-01,28.11,2098.6,2926.3,2002.1
2026-03-02,28.2,2080.9,2860.5,1912.9
2026-03-03,28.3,2209.0,3007.0,2128.9
2026-03-04,27.77,2075.3,2829.5,1966.8
2026-03-05,27.4,2059.6,2783.1,2054.0
2026-03-06,27.94,2117.6,2892.2,2080.9
2026-03-07,27.97,2099.4,2682.4,1989.0
2026-03-08,28.29,2189.2,2937.6,2076.6
2026-03-09,28.3,2097.3,2845.9,2022.3
2026-03-10,28.31,2131.0,2807.8,2075.5
2026-03-11,28.69,2121.8,2887.7,1966.6
2026-03-12,28.43,2079.4,2795.0,1921.9
2026-03-13,28.46,2109.9,2953.7,1985.8
2026-03-14,28.26,2118.2,2954.0,2029.8
2026-03-15,28.11,2091.1,2795.0,2001.4
2026-03-16,28.03,2074.8,2791.9,2003.1
2026-03-17,28.18,2057.4,2773.1,1918.6
2026-03-18,28.03,2099.1,2806.6,1924.6
2026-03-19,28.6,2084.8,2826.2,2006.3
2026-03-20,28.22,2147.3,2853.3,2015.0
2026-03-21,31.69,2380.1,3145.3,2200.6
2026-03-22,31.04,2269.6,3101.3,2160.4
2026-03-23,31.24,2330.6,3184.1,2237.9
2026-03-24,30.91,2288.4,3041.1,2170.3
2026-03-25,30.97,2335.6,3206.8,2205.1
2026-03-26,30.01,2304.7,3073.5,2184.7
2026-03-27,29.9,2167.8,2941.8,2048.3
2026-03-28,30.06,2259.2,3099.1,2105.8
2026-03-29,29.87,2234.0,3013.9,2100.9
2026-03-30,30.11,2284.9,3111.8,2186.3
2026-03-31,29.67,2234.0,2985.0,2132.0
2026-04-01,30.08,2225.7,2992.9,2119.5
2026-04-02,30.78,2295.5,3086.5,2150.8
2026-04-03,30.31,2241.2,2980.8,2123.7
2026-04-04,29.88,2283.7,3072.4,2104.2
2026-04-05,30.27,2271.0,2972.9,2162.8
2026-04-06,30.65,2375.1,3176.9,2299.2
2026-04-07,30.14,2258.1,3031.3,2101.0
2026-04-08,29.75,2202.5,2958.1,2074.8
2026-04-09,29.46,2149.3,2887.1,2051.7
2026-04-10,28.8,2087.9,2815.0,2021.1
2026-04-11,28.41,2067.1,2819.4,1950.3
2026-04-12,28.04,2113.5,2905.7,1987.0
2026-04-13,27.82,2106.7,2805.0,1942.3
2026-04-14,27.92,2031.0,2669.7,1932.6
2026-04-15,28.12,2144.8,2833.0,2098.8
2026-04-16,28.81,2141.7,2862.0,2042.9
2026-04-17,28.38,2134.5,2860.5,2027.1
2026-04-18,28.81,2225.0,2957.6,2123.5
2026-04-19,28.69,2187.5,2875.4,2077.8
2026-04-20,28.65,2138.2,2859.2,2006.9
2026-04-21,28.91,2132.6,2889.9,2050.7
2026-04-22,28.41,2044.6,2795.9,1949.1
2026-04-23,28.58,2114.9,2821.7,2009.7
2026-04-24,28.64,2139.8,2863.9,2003.5
2026-04-25,28.82,2122.2,2809.4,2055.2
2026-04-26,28.89,2161.7,2916.4,2073.5
2026-04-27,29.82,2239.3,2972.2,2110.8
2026-04-28,29.36,2193.2,2995.2,2113.6
2026-04-29,29.02,2150.3,2795.7,2027.8
2026-04-30,28.68,2158.1,2891.8,2026.7
2026-05-01,28.43,2149.7,2920.1,2019.4
2026-05-02,28.17,2069.3,2804.6,1912.7
2026-05-03,28.68,2207.7,3142.0,2111.5
2026-05-04,29.21,2186.7,2973.1,2022.5
2026-05-05,28.86,2165.0,2862.5,2019.9
2026-05-06,28.45,2162.0,2913.0,1991.6
2026-05-07,28.62,2155.9,2803.9,2045.5
2026-05-08,28.36,2164.8,2917.6,2052.0
2026-05-09,28.6,2156.5,2861.3,2038.9
2026-05-10,28.63,2123.0,2921.0,1985.6
2026-05-11,27.97,2112.3,2818.6,1971.5
2026-05-12,28.63,2101.5,2830.0,2010.3
2026-05-13,29.29,2200.8,2932.9,2074.2
2026-05-14,28.88,2164.4,3026.2,2065.6
2026-05-15,28.61,2137.8,2866.7,2004.3
2026-05-16,28.66,2144.2,3004.6,2042.4
2026-05-17,28.71,2078.0,2854.2,2013.2
2026-05-18,28.88,2144.1,2923.5,2054.5
2026-05-19,29.56,2220.9,3020.4,2097.5
2026-05-20,29.26,2201.2,2995.2,2098.8
2026-05-21,28.76,2115.6,2740.4,2002.6
2026-05-22,28.09,2157.3,2895.6,2049.7
2026-05-23,27.78,2048.6,2816.3,1936.4
2026-05-24,27.79,2122.8,2862.8,2011.7
2026-05-25,28.52,2156.2,2826.5,2054.7
2026-05-26,28.22,2090.4,2818.9,1956.1
2026-05-27,28.25,2189.7,3058.4,2049.8
2026-05-28,28.18,2065.5,2863.3,1920.6
2026-05-29,28.59,2181.2,2940.9,2024.2
2026-05-30,29.48,2250.8,3095.7,2101.7
2026-05-31,29.0,2148.2,2878.1,2045.6
2026-06-01,28.61,2201.3,2869.5,2064.4
2026-06-02,28.88,2156.2,2855.4,2063.8
2026-06-03,28.97,2184.0,3042.1,2075.8
2026-06-04,29.5,2222.7,2984.3,2052.6
2026-06-05,29.44,2202.6,2958.9,2112.1
2026-06-06,29.01,2208.1,2962.9,2122.0
2026-06-07,29.02,2208.0,3095.0,2067.8
2026-06-08,29.23,2122.0,2962.2,2028.5
2026-06-09,29.28,2248.4,3168.4,2110.3
2026-06-10,29.2,2123.5,2857.2,2020.3
2026-06-11,29.35,2242.5,3045.1,2092.5
2026-06-12,29.51,2258.5,2957.9,2091.7
2026-06-13,29.73,2186.1,3039.8,2065.3
2026-06-14,29.62,2204.8,2906.4,2090.8
2026-06-15,29.19,2144.8,2908.5,2025.7
2026-06-16,28.94,2162.2,2853.1,2018.5
2026-06-17,29.15,2174.3,2899.9,2053.6
2026-06-18,28.52,2170.1,2879.4,2069.7
2026-06-19,28.45,2186.0,2914.6,2075.3
2026-06-20,28.08,2161.6,2885.8,2059.0
2026-06-21,27.92,2071.8,2764.1,1948.1
2026-06-22,28.29,2113.3,2903.0,2042.8
2026-06-23,28.16,2044.6,2693.9,1907.1
2026-06-24,27.98,2066.6,2803.2,1977.9
2026-06-25,27.27,2083.7,2886.1,2015.0
2026-06-26,27.5,2126.9,2840.5,2034.9
2026-06-27,27.64,2023.9,2689.2,1916.7
2026-06-28,28.37,2104.1,2826.8,1983.1
2026-06-29,28.0,2098.6,2903.9,2024.7
2026-06-30,27.88,2102.2,2849.7,1954.4
2026-07-01,27.97,2065.3,2756.3,1932.9
2026-07-02,28.57,2159.7,2944.7,2039.8
2026-07-03,28.41,2111.5,2784.4,2043.1
2026-07-04,28.41,2130.3,2916.8,2035.2
2026-07-05,28.54,2162.4,2943.8,2025.3
2026-07-06,28.48,2136.1,2865.2,2020.0
2026-07-07,28.16,2094.9,2777.8,1971.7
2026-07-08,28.15,2106.8,2790.9,1980.1
2026-07-09,28.48,2132.6,2911.1,2055.3
2026-07-10,27.92,2079.1,2880.6,1934.0
2026-07-11,27.9,2082.1,2772.5,2026.2
2026-07-12,27.54,2129.7,2902.5,2048.0
2026-07-13,27.99,2121.9,2739.3,2048.5
2026-07-14,27.28,2034.3,2711.3,1918.7
2026-07-15,27.06,2057.3,2775.4,1949.9
2026-07-16,27.24,2029.4,2685.1,1885.0
2026-07-17,27.86,2136.3,2827.9,2013.8
2026-07-18,27.73,2094.5,2787.5,2004.6
2026-07-19,27.42,2052.1,2787.8,1988.3
2026-07-20,28.12,2127.1,2860.3,1987.5
2026-07-21,27.38,1991.0,2553.5,1880.5
2026-07-22,26.45,1938.8,2490.1,1837.3
2026-07-23,26.71,1955.4,2603.3,1815.7
2026-07-24,26.54,1996.6,2722.8,1914.5
2026-07-25,26.19,2033.7,2580.7,1910.3
2026-07-26,26.58,2082.8,2781.7,1972.8
2026-07-27,26.72,2029.4,2708.1,1914.4
2026-07-28,26.51,2008.1,2794.3,1884.0
2026-07-29,26.04,1880.8,2515.9,1786.5
2026-07-30,26.49,1965.3,2676.1,1860.6
2026-07-31,26.79,1977.5,2678.1,1867.5
2026-08-01,26.73,1980.1,2545.3,1859.2
2026-08-02,27.46,2052.7,2817.3,1959.7
2026-08-03,26.91,1999.0,2711.6,1948.7
2026-08-04,26.25,1889.4,2581.2,1799.2
2026-08-05,26.02,1981.3,2910.3,1912.1
2026-08-06,26.08,1912.8,2457.3,1775.5
2026-08-07,26.24,1977.3,2772.9,1883.2
2026-08-08,26.18,2046.1,2745.0,1910.9
2026-08-09,26.36,1939.9,2636.1,1798.6
2026-08-10,25.86,1838.5,2479.3,1724.4
2026-08-11,26.52,1977.4,2644.1,1914.3
2026-08-12,26.46,2028.6,2704.4,1955.7
2026-08-13,26.89,2094.9,2847.9,1997.4
2026-08-14,26.94,1971.0,2569.9,1826.5
2026-08-15,27.02,2046.3,2807.6,1938.1
2026-08-16,27.13,2016.2,2696.9,1924.5
2026-08-17,27.17,2033.8,2677.8,1937.4
2026-08-18,27.28,2152.1,2878.3,1989.2
2026-08-19,27.65,2013.5,2793.7,1886.2
2026-08-20,27.5,2072.8,2766.2,1967.2
2026-08-21,27.58,2087.1,2839.1,1998.9
2026-08-22,27.32,2092.5,2781.1,1922.0
2026-08-23,27.71,2082.2,2856.5,1973.3
2026-08-24,27.19,2051.7,2811.0,1953.5
2026-08-25,27.74,2064.8,2898.4,1987.0
2026-08-26,27.46,2070.6,2784.8,1987.9
2026-08-27,26.67,1986.7,2722.1,1904.8
2026-08-28,26.62,2021.3,2734.6,1896.2
2026-08-29,26.25,1953.7,2715.3,1798.8
2026-08-30,26.54,2005.4,2664.1,1893.3
2026-08-31,26.18,1962.6,2694.2,1894.5
