date,route_key,origin_port_id,destination_port_id,freight_rate,bdi_context,bunker_context,port_congestion_score,avg_waiting_hours,vessel_availability_count,weather_risk_score,event_risk_score,data_mode
2026-02-18,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.73,1474.2,607.0,63.6,35.0,29,4.6,2.1,SYNTHETIC
2026-02-19,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.29,1510.4,596.8,55.2,30.3,29,5.6,2.2,SYNTHETIC
2026-02-20,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.28,1506.1,594.9,57.2,31.4,29,3.7,1.4,SYNTHETIC
2026-02-21,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.05,1486.9,604.1,54.4,29.9,35,4.2,2.5,SYNTHETIC
2026-02-22,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.07,1509.4,607.5,50.9,28.0,34,4.0,2.2,SYNTHETIC
2026-02-23,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.99,1524.8,602.9,56.7,31.2,33,5.5,1.2,SYNTHETIC
2026-02-24,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.04,1532.0,597.9,59.4,32.7,31,4.4,2.2,SYNTHETIC
2026-02-25,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.5,1545.7,613.9,54.3,29.9,26,3.3,2.2,SYNTHETIC
2026-02-26,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.65,1536.5,602.1,52.9,29.1,25,3.3,2.1,SYNTHETIC
2026-02-27,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.42,1524.4,602.7,49.7,27.4,30,3.5,1.5,SYNTHETIC
2026-02-28,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.86,1478.0,602.1,54.6,30.0,38,4.1,2.5,SYNTHETIC
2026-03-01,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.57,1502.2,608.9,62.9,34.6,33,4.0,1.8,SYNTHETIC
2026-03-02,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.99,1494.5,605.6,53.3,29.3,32,3.9,1.1,SYNTHETIC
2026-03-03,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.09,1541.7,603.8,58.6,32.2,34,4.2,2.2,SYNTHETIC
2026-03-04,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.53,1489.9,600.9,55.2,30.3,23,3.8,1.9,SYNTHETIC
2026-03-05,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.78,1480.2,596.2,56.5,31.1,27,4.5,1.8,SYNTHETIC
2026-03-06,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.85,1498.0,600.9,57.7,31.7,36,4.3,2.3,SYNTHETIC
2026-03-07,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.14,1488.7,585.1,51.5,28.3,32,4.1,1.9,SYNTHETIC
2026-03-08,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.05,1520.5,597.6,54.1,29.8,30,3.4,1.1,SYNTHETIC
2026-03-09,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.07,1484.9,600.1,57.2,31.4,28,4.2,1.9,SYNTHETIC
2026-03-10,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.89,1496.4,593.0,56.3,31.0,30,4.2,2.1,SYNTHETIC
2026-03-11,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.86,1492.4,602.6,55.5,30.5,27,5.0,2.1,SYNTHETIC
2026-03-12,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.3,1476.5,598.3,55.1,30.3,22,3.7,1.8,SYNTHETIC
2026-03-13,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.29,1487.2,608.1,56.6,31.1,32,3.6,2.1,SYNTHETIC
2026-03-14,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.17,1489.2,605.9,54.0,29.7,31,4.1,2.4,SYNTHETIC
2026-03-15,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.63,1477.1,594.6,49.9,27.4,30,4.1,1.8,SYNTHETIC
2026-03-16,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.17,1468.5,595.3,58.7,32.3,33,4.4,1.4,SYNTHETIC
2026-03-17,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.71,1459.5,596.0,51.4,28.3,27,4.2,1.1,SYNTHETIC
2026-03-18,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.08,1472.8,592.9,53.6,29.5,27,5.7,2.6,SYNTHETIC
2026-03-19,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.43,1465.7,598.8,54.4,29.9,28,4.1,2.4,SYNTHETIC
2026-03-20,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.76,1488.1,591.8,60.3,33.2,30,3.8,1.9,SYNTHETIC
2026-03-21,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.57,1474.9,589.4,55.4,30.5,28,4.7,1.8,SYNTHETIC
2026-03-22,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.34,1445.8,597.1,51.0,28.1,28,3.8,1.0,SYNTHETIC
2026-03-23,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.12,1479.8,600.2,54.1,29.7,28,2.8,2.2,SYNTHETIC
2026-03-24,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.45,1474.9,593.4,63.6,35.0,27,5.1,1.9,SYNTHETIC
2026-03-25,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.03,1502.8,604.1,55.2,30.4,26,4.1,1.6,SYNTHETIC
2026-03-26,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.13,1499.7,593.0,59.8,32.9,32,3.9,2.2,SYNTHETIC
2026-03-27,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.28,1454.3,598.0,58.5,32.2,26,4.6,2.7,SYNTHETIC
2026-03-28,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.97,1494.4,602.7,52.8,29.0,28,4.6,1.7,SYNTHETIC
2026-03-29,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.94,1490.9,598.6,52.7,29.0,33,5.4,2.1,SYNTHETIC
2026-03-30,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.04,1515.8,603.4,54.5,30.0,30,4.0,2.2,SYNTHETIC
2026-03-31,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.69,1502.5,597.3,57.4,31.5,28,4.4,2.5,SYNTHETIC
2026-04-01,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.66,1504.8,602.0,54.9,30.2,24,4.7,2.2,SYNTHETIC
2026-04-02,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.81,1538.7,607.1,55.0,30.3,30,3.5,1.3,SYNTHETIC
2026-04-03,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.1,1527.1,603.6,51.1,28.1,20,5.2,2.2,SYNTHETIC
2026-04-04,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.08,1549.8,605.4,51.1,28.1,30,3.6,2.0,SYNTHETIC
2026-04-05,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.77,1551.5,601.8,57.8,31.8,20,3.7,1.7,SYNTHETIC
2026-04-06,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.61,1598.7,610.7,59.4,32.6,28,4.3,1.8,SYNTHETIC
2026-04-07,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.43,1563.1,610.6,55.5,30.5,29,4.7,2.4,SYNTHETIC
2026-04-08,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.53,1548.5,609.8,58.9,32.4,26,4.8,3.3,SYNTHETIC
2026-04-09,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.2,1533.3,609.3,52.6,29.0,31,4.4,2.5,SYNTHETIC
2026-04-10,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.24,1513.1,607.2,53.2,29.3,30,4.6,2.3,SYNTHETIC
2026-04-11,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.61,1505.7,607.9,53.4,29.4,25,4.4,1.8,SYNTHETIC
2026-04-12,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.8,1521.8,607.7,53.0,29.1,28,4.2,2.4,SYNTHETIC
2026-04-13,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.8,1516.7,598.5,53.9,29.6,27,4.5,2.5,SYNTHETIC
2026-04-14,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.48,1485.4,595.7,51.2,28.1,29,3.9,1.3,SYNTHETIC
2026-04-15,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.68,1525.9,597.1,53.1,29.2,25,6.7,1.3,SYNTHETIC
2026-04-16,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.85,1524.4,603.5,44.8,24.6,27,4.3,2.4,SYNTHETIC
2026-04-17,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.64,1522.5,602.0,53.0,29.2,30,3.6,2.1,SYNTHETIC
2026-04-18,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.16,1556.9,602.3,52.9,29.1,28,3.6,1.8,SYNTHETIC
2026-04-19,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.75,1544.3,599.3,48.2,26.5,25,4.1,3.1,SYNTHETIC
2026-04-20,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.35,1527.0,603.5,52.4,28.8,28,4.6,1.6,SYNTHETIC
2026-04-21,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.09,1526.5,608.4,53.4,29.4,28,4.6,1.8,SYNTHETIC
2026-04-22,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.62,1495.0,608.1,57.0,31.3,27,2.9,1.7,SYNTHETIC
2026-04-23,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.67,1521.9,603.3,50.5,27.8,24,4.3,2.1,SYNTHETIC
2026-04-24,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.61,1532.4,604.6,42.2,23.2,26,4.3,1.4,SYNTHETIC
2026-04-25,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.2,1527.5,603.3,48.8,26.9,30,4.9,1.5,SYNTHETIC
2026-04-26,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.16,1544.8,608.6,53.5,29.4,27,4.4,1.4,SYNTHETIC
2026-04-27,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.4,1578.3,610.2,51.3,28.2,25,3.7,2.6,SYNTHETIC
2026-04-28,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.54,1567.1,616.1,51.4,28.3,27,4.0,2.2,SYNTHETIC
2026-04-29,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.81,1555.3,603.3,46.5,25.6,25,4.1,1.9,SYNTHETIC
2026-04-30,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.1,1561.1,609.2,56.3,31.0,22,4.5,2.2,SYNTHETIC
2026-05-01,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.75,1559.5,611.4,51.6,28.4,22,3.8,1.5,SYNTHETIC
2026-05-02,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.04,1529.9,609.6,57.3,31.5,31,4.6,2.2,SYNTHETIC
2026-05-03,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.38,1582.7,625.0,50.6,27.9,29,2.3,2.2,SYNTHETIC
2026-05-04,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.98,1578.1,616.7,45.9,25.3,24,3.7,2.0,SYNTHETIC
2026-05-05,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.73,1574.1,608.8,49.3,27.1,21,3.1,2.3,SYNTHETIC
2026-05-06,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.63,1575.5,611.7,54.0,29.7,28,4.5,2.4,SYNTHETIC
2026-05-07,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.71,1575.0,604.5,51.3,28.2,29,5.0,1.3,SYNTHETIC
2026-05-08,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.72,1580.2,611.9,52.4,28.8,22,2.7,1.0,SYNTHETIC
2026-05-09,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.06,1578.8,609.8,53.2,29.2,27,3.8,1.8,SYNTHETIC
2026-05-10,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.3,1568.7,619.2,52.2,28.7,31,3.5,2.4,SYNTHETIC
2026-05-11,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.05,1566.1,608.6,44.4,24.4,26,3.6,1.8,SYNTHETIC
2026-05-12,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.51,1563.0,614.4,44.3,24.4,28,3.6,2.2,SYNTHETIC
2026-05-13,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.97,1604.3,616.1,51.2,28.2,30,4.4,2.5,SYNTHETIC
2026-05-14,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.29,1595.7,626.7,44.2,24.3,27,4.3,2.5,SYNTHETIC
2026-05-15,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.66,1589.3,615.7,50.4,27.7,21,4.0,2.5,SYNTHETIC
2026-05-16,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.26,1594.7,627.3,44.3,24.4,27,3.8,1.6,SYNTHETIC
2026-05-17,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.08,1573.2,623.1,46.7,25.7,20,4.1,1.8,SYNTHETIC
2026-05-18,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.06,1601.9,623.1,49.8,27.4,23,3.6,2.6,SYNTHETIC
2026-05-19,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.2,1636.3,627.1,47.8,26.3,17,4.2,1.5,SYNTHETIC
2026-05-20,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.96,1635.9,627.0,45.4,25.0,26,4.7,1.4,SYNTHETIC
2026-05-21,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.97,1609.1,613.7,50.2,27.6,24,2.5,1.7,SYNTHETIC
2026-05-22,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.67,1627.5,618.9,45.4,25.0,23,4.0,1.9,SYNTHETIC
2026-05-23,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.46,1587.2,623.0,44.7,24.6,24,4.0,2.1,SYNTHETIC
2026-05-24,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.55,1614.8,618.6,46.6,25.6,25,4.0,1.7,SYNTHETIC
2026-05-25,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.49,1628.6,615.9,44.2,24.3,24,3.1,2.5,SYNTHETIC
2026-05-26,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.05,1606.6,621.5,40.9,22.5,24,3.5,2.2,SYNTHETIC
2026-05-27,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.24,1645.8,630.9,45.0,24.7,22,3.6,2.0,SYNTHETIC
2026-05-28,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.37,1601.3,628.6,41.3,22.7,21,3.3,2.2,SYNTHETIC
2026-05-29,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.7,1647.3,624.7,46.2,25.4,23,4.0,2.4,SYNTHETIC
2026-05-30,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.14,1678.9,635.5,44.1,24.3,24,4.2,2.5,SYNTHETIC
2026-05-31,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.16,1647.4,627.7,46.2,25.4,24,3.8,1.9,SYNTHETIC
2026-06-01,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.98,1672.3,619.9,38.0,20.9,25,3.1,1.7,SYNTHETIC
2026-06-02,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.24,1660.0,626.1,42.4,23.3,21,4.2,1.4,SYNTHETIC
2026-06-03,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.56,1675.9,640.0,48.6,26.8,26,4.7,1.2,SYNTHETIC
2026-06-04,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.21,1697.3,634.9,45.8,25.2,25,2.8,2.4,SYNTHETIC
2026-06-05,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.69,1697.9,636.3,50.4,27.7,21,4.1,3.1,SYNTHETIC
2026-06-06,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.5,1707.1,635.1,44.2,24.3,28,4.1,2.4,SYNTHETIC
2026-06-07,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.46,1713.3,647.3,47.6,26.2,23,3.1,2.7,SYNTHETIC
2026-06-08,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,17.19,1687.7,648.2,49.8,27.4,23,3.3,1.5,SYNTHETIC
2026-06-09,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.53,1742.4,652.9,48.5,26.7,22,4.3,2.2,SYNTHETIC
2026-06-10,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.8,1703.0,642.0,38.7,21.3,29,3.4,2.1,SYNTHETIC
2026-06-11,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.21,1755.2,646.4,39.7,21.8,26,3.5,2.5,SYNTHETIC
2026-06-12,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.45,1769.4,639.8,40.0,22.0,20,3.7,1.5,SYNTHETIC
2026-06-13,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.51,1751.4,657.6,41.0,22.5,22,3.4,2.1,SYNTHETIC
2026-06-14,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.31,1768.0,645.6,36.8,20.3,22,3.7,2.8,SYNTHETIC
2026-06-15,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.74,1754.1,651.8,43.2,23.8,19,3.4,2.4,SYNTHETIC
2026-06-16,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.54,1767.6,645.3,40.8,22.4,24,3.5,1.6,SYNTHETIC
2026-06-17,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.92,1778.9,650.2,41.0,22.5,24,2.6,2.7,SYNTHETIC
2026-06-18,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.74,1783.5,646.8,45.1,24.8,25,3.4,2.0,SYNTHETIC
2026-06-19,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.8,1794.0,648.4,41.9,23.1,23,2.9,1.8,SYNTHETIC
2026-06-20,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.45,1788.4,647.5,38.7,21.3,24,2.9,1.9,SYNTHETIC
2026-06-21,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.38,1757.2,647.1,42.4,23.3,22,3.6,2.0,SYNTHETIC
2026-06-22,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.47,1775.5,656.4,45.8,25.2,21,4.4,2.0,SYNTHETIC
2026-06-23,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.81,1753.2,646.7,47.4,26.1,20,3.8,1.6,SYNTHETIC
2026-06-24,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.83,1764.4,652.9,48.3,26.6,20,4.7,2.4,SYNTHETIC
2026-06-25,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.96,1772.0,654.4,45.1,24.8,28,3.2,1.6,SYNTHETIC
2026-06-26,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.24,1787.9,646.9,40.6,22.3,19,3.6,2.3,SYNTHETIC
2026-06-27,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.35,1750.0,646.8,33.6,18.5,23,3.3,1.5,SYNTHETIC
2026-06-28,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.0,1782.5,653.5,41.1,22.6,27,2.9,2.3,SYNTHETIC
2026-06-29,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.46,1784.2,659.3,41.4,22.7,27,3.9,1.0,SYNTHETIC
2026-06-30,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.67,1788.2,654.2,33.4,18.4,24,2.1,2.1,SYNTHETIC
2026-07-01,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.59,1771.4,650.5,33.6,18.5,22,3.4,2.6,SYNTHETIC
2026-07-02,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.23,1805.4,658.5,37.7,20.7,21,3.0,2.0,SYNTHETIC
2026-07-03,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.33,1787.2,649.7,39.9,21.9,20,2.3,1.2,SYNTHETIC
2026-07-04,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.78,1793.7,658.5,35.6,19.6,24,2.9,1.5,SYNTHETIC
2026-07-05,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.63,1805.6,657.8,40.9,22.5,19,3.5,1.9,SYNTHETIC
2026-07-06,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.73,1795.8,653.9,37.6,20.7,22,2.6,1.4,SYNTHETIC
2026-07-07,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.87,1779.7,649.5,36.6,20.1,27,3.5,1.4,SYNTHETIC
2026-07-08,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.7,1782.8,648.9,35.7,19.6,18,3.0,1.5,SYNTHETIC
2026-07-09,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.65,1791.7,657.6,39.0,21.4,20,2.0,1.6,SYNTHETIC
2026-07-10,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.28,1770.8,658.0,36.7,20.2,24,2.9,1.8,SYNTHETIC
2026-07-11,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.48,1769.6,648.1,42.1,23.1,23,2.8,2.8,SYNTHETIC
2026-07-12,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.0,1784.5,651.1,41.2,22.6,17,1.9,2.8,SYNTHETIC
2026-07-13,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.32,1778.6,640.2,34.2,18.8,25,2.7,2.1,SYNTHETIC
2026-07-14,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.81,1742.8,643.4,36.4,20.0,20,2.6,1.9,SYNTHETIC
2026-07-15,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.65,1746.1,644.0,39.1,21.5,21,2.5,1.7,SYNTHETIC
2026-07-16,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.78,1730.2,639.6,45.4,25.0,22,2.4,1.7,SYNTHETIC
2026-07-17,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.26,1766.6,642.0,37.9,20.8,24,2.6,1.6,SYNTHETIC
2026-07-18,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,16.39,1748.6,642.2,41.1,22.6,21,2.5,1.5,SYNTHETIC
2026-07-19,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.96,1729.6,644.8,38.2,21.0,27,2.5,2.8,SYNTHETIC
2026-07-20,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.19,1755.3,645.7,43.5,23.9,26,2.5,2.0,SYNTHETIC
2026-07-21,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.36,1702.3,631.2,38.6,21.2,18,2.4,1.8,SYNTHETIC
2026-07-22,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,15.28,1677.1,625.8,35.8,19.7,28,3.1,2.0,SYNTHETIC
2026-07-23,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.36,1675.9,633.3,36.6,20.2,23,2.6,1.0,SYNTHETIC
2026-07-24,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.62,1684.4,636.5,37.3,20.5,21,2.2,2.2,SYNTHETIC
2026-07-25,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.33,1690.4,617.1,36.7,20.2,23,3.2,1.5,SYNTHETIC
2026-07-26,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.96,1700.7,628.9,42.6,23.4,24,1.8,1.1,SYNTHETIC
2026-07-27,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.55,1674.0,628.2,35.7,19.6,21,2.6,1.9,SYNTHETIC
2026-07-28,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.29,1659.4,635.4,37.6,20.7,25,1.6,1.2,SYNTHETIC
2026-07-29,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.26,1603.7,622.6,41.1,22.6,23,2.0,1.8,SYNTHETIC
2026-07-30,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.66,1627.2,627.3,37.1,20.4,22,2.7,1.0,SYNTHETIC
2026-07-31,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.29,1625.4,626.4,31.9,17.5,24,2.7,1.6,SYNTHETIC
2026-08-01,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.59,1620.8,613.7,37.6,20.7,26,3.1,2.3,SYNTHETIC
2026-08-02,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,14.09,1643.8,631.3,31.4,17.2,27,1.8,1.4,SYNTHETIC
2026-08-03,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.92,1620.4,625.0,35.2,19.4,25,3.1,1.7,SYNTHETIC
2026-08-04,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.77,1573.5,621.9,36.1,19.8,20,2.2,2.2,SYNTHETIC
2026-08-05,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.36,1600.1,636.3,39.4,21.7,25,2.5,1.9,SYNTHETIC
2026-08-06,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.37,1566.2,605.0,35.2,19.4,26,2.4,2.2,SYNTHETIC
2026-08-07,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.18,1582.7,623.5,36.4,20.0,22,2.2,1.3,SYNTHETIC
2026-08-08,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.24,1601.3,611.7,34.4,18.9,24,1.9,1.8,SYNTHETIC
2026-08-09,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.03,1554.6,614.3,34.4,18.9,22,1.9,2.0,SYNTHETIC
2026-08-10,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.16,1509.4,608.6,43.2,23.7,23,2.4,1.7,SYNTHETIC
2026-08-11,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.51,1554.3,608.9,35.6,19.6,25,1.6,2.2,SYNTHETIC
2026-08-12,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.08,1568.1,606.8,32.3,17.8,22,2.3,2.1,SYNTHETIC
2026-08-13,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,13.05,1588.4,612.7,35.4,19.5,20,2.2,2.0,SYNTHETIC
2026-08-14,AU_HPT -> IN_VTZ,AU_HPT,IN_VTZ,12.87,1538.7,603.1,38.4,21.1,21,3.1,2.2,SYNTHETIC
